"(0,",0),-999,-0.0335272342676,-999,0.00573770491803
"(1,",0),-999,-0.0335272342676,-0.0334453104004,0.00573770491803
"(2,",0),-999,-0.0335272342676,-0.0334453104004,0.00573770491803
"(3,",0),-999,0.00573770491803,-0.0334453104004,0.00573770491803
"(4,",0),-999,0.00573770491803,0.00573770491803,0.05
"(5,",0),-999,0.00645161290323,0.005,0.05
"(6,",0),-999,0.1,0.005,0.1
"(7,",0),-999,0.1,0.1,0.1
"(8,",0),-999,0.1,0.1,0.1
"(9,",0),-999,0.1,0.1,0.1
"(10,",0),-999,0.1,0.1,0.1
"(11,",0),-999,0.1,0.1,0.1
"(12,",0),-999,0.1,0.1,0.1
"(13,",0),-999,0.1,0.1,0.1
"(14,",0),-999,0.1,0.1,0.1
"(15,",0),-999,0.1,0.1,0.1
"(16,",0),-999,0.1,0.1,0.1
"(17,",0),-999,0.1,0.1,0.1
"(18,",0),-999,0.1,0.1,0.1
"(19,",0),-999,0.1,0.1,-999
"(0,",1),0.00502379693284,-0.0335272342676,-999,0.00573770491803
"(1,",1),0.00502379693284,-0.0335272342676,-0.0334453104004,0.00573770491803
"(2,",1),0.00502379693284,-0.0335272342676,-0.0334453104004,0.00573770491803
"(3,",1),0.00573770491803,0.00573770491803,-0.0334453104004,0.00573770491803
"(4,",1),0.00645161290323,0.05,0.00573770491803,0.05
"(5,",1),0.00573770491803,0.00645161290323,0.005,-0.03
"(6,",1),0.1,0.1,0.005,0.1
"(7,",1),0.1,0.1,0.1,0.1
"(8,",1),0.1,0.1,0.1,0.1
"(9,",1),0.1,0.1,0.1,0.1
"(10,",1),0.1,0.1,0.1,0.1
"(11,",1),0.1,0.1,0.1,0.1
"(12,",1),0.1,0.1,0.1,0.1
"(13,",1),0.1,0.1,0.1,0.1
"(14,",1),0.1,0.1,0.1,0.1
"(15,",1),0.1,0.1,0.1,0.1
"(16,",1),0.1,0.1,0.1,0.1
"(17,",1),0.1,0.1,0.1,0.1
"(18,",1),0.1,0.1,0.1,0.1
"(19,",1),0.1,0.1,0.1,-999
"(0,",2),0.00502379693284,-0.0335272342676,-999,0.00573770491803
"(1,",2),0.00502379693284,-0.0335272342676,-0.0334453104004,0.00573770491803
"(2,",2),0.00502379693284,-0.0335272342676,-0.0334453104004,0.00573770491803
"(3,",2),0.00573770491803,0.00573770491803,-0.0334453104004,0.00573770491803
"(4,",2),0.05,0.05,0.00573770491803,0.05
"(5,",2),0.00573770491803,0.05,0.005,-0.03
"(6,",2),0.1,0.1,0.005,0.1
"(7,",2),0.1,0.1,0.1,0.1
"(8,",2),0.1,0.1,0.1,0.1
"(9,",2),0.1,0.1,0.1,0.1
"(10,",2),0.1,0.1,0.1,0.1
"(11,",2),0.1,0.1,0.1,0.1
"(12,",2),0.1,0.1,0.1,0.1
"(13,",2),0.1,0.1,0.1,0.1
"(14,",2),0.1,0.1,0.1,0.1
"(15,",2),0.1,0.1,0.1,0.1
"(16,",2),0.1,0.1,0.1,0.1
"(17,",2),0.1,0.1,0.1,0.1
"(18,",2),0.1,0.1,0.1,0.1
"(19,",2),0.1,0.1,0.1,-999
"(0,",3),0.00502379693284,-0.0335272342676,-999,0.00502379693284
"(1,",3),0.00502379693284,-0.03,-0.0334453104004,0.00502379693284
"(2,",3),0.00502379693284,-0.03,-0.0334453104004,0.00502379693284
"(3,",3),0.00573770491803,-0.03,-0.0334453104004,0.00645161290323
"(4,",3),0.05,0.05,0.00573770491803,0.05
"(5,",3),0.05,3.09,0.005,0.1
"(6,",3),0.1,0.1,0.1,0.1
"(7,",3),0.1,0.1,0.1,0.1
"(8,",3),0.1,0.1,0.1,0.1
"(9,",3),0.1,0.1,0.1,0.1
"(10,",3),0.1,0.1,0.1,0.1
"(11,",3),0.1,0.1,0.1,0.1
"(12,",3),0.1,0.1,0.1,0.1
"(13,",3),0.1,0.1,0.1,0.1
"(14,",3),0.1,0.1,0.1,0.1
"(15,",3),0.1,0.1,0.1,0.1
"(16,",3),0.1,0.1,0.1,0.1
"(17,",3),0.1,0.1,0.1,0.1
"(18,",3),0.1,0.1,0.1,0.1
"(19,",3),0.1,0.1,0.1,-999
"(0,",4),-0.032937976883,-0.0335272342676,-999,-0.03
"(1,",4),0.05,-0.03,0.05,-0.03
"(2,",4),0.05,-0.03,-0.03,-0.03
"(3,",4),0.05,-0.03,-0.03,0.05
"(4,",4),0.05,0.05,-0.03,3.09
"(5,",4),0.1,0.1,0.1,0.1
"(6,",4),0.1,0.1,0.1,0.1
"(7,",4),0.1,0.1,0.1,0.1
"(8,",4),0.1,0.1,0.1,0.1
"(9,",4),0.1,0.1,0.1,0.1
"(10,",4),0.1,0.1,0.1,0.1
"(11,",4),0.1,0.1,0.1,0.1
"(12,",4),0.1,0.1,0.1,0.1
"(13,",4),0.1,0.1,0.1,0.1
"(14,",4),0.1,0.1,0.1,0.1
"(15,",4),0.1,0.1,0.1,0.1
"(16,",4),0.1,0.1,0.1,0.1
"(17,",4),0.1,0.1,0.1,0.1
"(18,",4),0.1,0.1,0.1,0.1
"(19,",4),0.1,0.1,0.1,-999
"(0,",5),-0.0353856614036,-0.0335272342676,-999,-0.074262295082
"(1,",5),-0.03,-0.03,-0.0682044368926,-0.03
"(2,",5),-0.03,-0.03,-0.03,-0.03
"(3,",5),-0.03,-0.03,-0.03,0.05
"(4,",5),0.05,0.05,-0.03,0.05
"(5,",5),3.09,0.1,0.05,0.1
"(6,",5),0.1,0.1,2.741,0.1
"(7,",5),0.1,0.1,2.4269,0.1
"(8,",5),0.1,0.1,2.14421,0.1
"(9,",5),0.1,0.1,1.889789,0.1
"(10,",5),0.1,0.1,1.6608101,0.1
"(11,",5),0.1,0.1,1.25472909,0.1
"(12,",5),0.1,0.1,0.969256181,0.1
"(13,",5),0.1,0.1,0.7123305629,0.1
"(14,",5),0.1,0.1,0.1,0.1
"(15,",5),0.1,0.1,0.1,0.1
"(16,",5),0.1,0.1,0.1,0.1
"(17,",5),0.1,0.1,0.1,0.1
"(18,",5),0.1,0.1,0.1,0.1
"(19,",5),0.1,0.1,0.1,-999
"(0,",6),-0.0654060587746,-0.098345546574,-999,-0.074262295082
"(1,",6),-0.03,-0.0682044368926,-0.0682044368926,-0.03
"(2,",6),-0.03,-0.0682044368926,-0.03,-0.03
"(3,",6),-0.03,-0.0682044368926,-0.03,0.05
"(4,",6),0.00573770491803,0.00573770491803,-0.03,2.38667467122
"(5,",6),2.74099999691,0.005,0.00573770491803,0.05
"(6,",6),2.4269,0.005,0.00573770491803,0.05
"(7,",6),2.14415726373,0.005,0.00573770491803,0.05
"(8,",6),1.88881608144,0.005,0.00573770491803,0.05
"(9,",6),0.05,0.005,1.6077039398,-0.15
"(10,",6),-0.15,-0.15,0.05,0.1
"(11,",6),-0.07,0.1,-0.15,0.1
"(12,",6),-0.07,0.1,-0.07,0.1
"(13,",6),-0.15,0.1,-0.07,0.1
"(14,",6),0.1,0.1,-0.15,0.1
"(15,",6),0.1,0.1,0.1,0.1
"(16,",6),0.1,0.1,0.1,0.1
"(17,",6),0.1,0.1,0.1,0.1
"(18,",6),0.1,0.1,0.1,0.1
"(19,",6),0.1,0.1,0.1,-999
"(0,",7),-0.0698764825867,-0.098345546574,-999,-0.0995141459545
"(1,",7),-0.074262295082,-0.0969631997431,-0.0969631997431,-0.0957541091529
"(2,",7),-0.074262295082,-0.0684294024326,-0.0699116113923,-0.0698764825867
"(3,",7),-0.074262295082,-0.0684294024326,-0.0951091637078,-0.0348321702425
"(4,",7),0.00502379693284,-0.064653622422,-0.0335272342676,2.07516789413
"(5,",7),2.42689288331,0.005,0.00573770491803,0.00573770491803
"(6,",7),2.14421,0.005,0.00573770491803,0.00573770491803
"(7,",7),1.88141023103,0.005,0.00573770491803,0.00573770491803
"(8,",7),0.00506912442396,0.005,0.00573770491803,0.00573770491803
"(9,",7),0.00645161290323,0.005,0.00573770491803,-0.15
"(10,",7),-0.15,-0.15,0.05,-0.15
"(11,",7),-0.07,-0.15,-0.15,0.1
"(12,",7),-0.07,0.1,-0.15,0.1
"(13,",7),-0.15,0.1,-0.15,0.1
"(14,",7),-0.15,0.1,-0.15,0.1
"(15,",7),0.1,0.1,-0.15,0.1
"(16,",7),0.1,0.1,0.1,0.1
"(17,",7),0.1,0.1,0.1,0.1
"(18,",7),0.1,0.1,0.1,0.1
"(19,",7),0.1,0.1,0.1,-999
"(0,",8),-0.0700654415653,-0.098345546574,-999,-0.0684294024326
"(1,",8),-0.0974106670696,-0.0684294024326,-0.0684294024326,-0.0967742407645
"(2,",8),-0.0698764825867,-0.074262295082,-0.0677257296873,-0.0698764825867
"(3,",8),-0.0711171810078,-0.074262295082,-0.0957541091529,-0.0684294024326
"(4,",8),-0.0335272342676,-0.074262295082,-0.098345546574,-0.0335272342676
"(5,",8),2.14102010972,-0.0683101576926,-0.0335272342676,-0.0335272342676
"(6,",8),1.889789,-0.0683917040304,-0.0341697514543,-0.0335272342676
"(7,",8),1.45449463908,-0.0683917040304,-0.0341697514543,-0.0335272342676
"(8,",8),-0.0322580645161,0.005,-0.0341697514543,0.00573770491803
"(9,",8),0.00645161290323,0.05,0.00573770491803,-0.15
"(10,",8),-0.15,0.005,0.05,-0.15
"(11,",8),-0.15,0.005,-0.15,-0.15
"(12,",8),-0.15,0.005,-0.15,0.1
"(13,",8),-0.15,0.1,-0.15,0.1
"(14,",8),-0.15,0.1,-0.15,0.1
"(15,",8),0.01,0.1,-0.15,0.1
"(16,",8),0.1,0.1,0.1,0.1
"(17,",8),0.1,0.1,0.1,0.1
"(18,",8),0.1,0.1,0.1,0.1
"(19,",8),0.1,0.1,0.1,-999
"(0,",9),-0.0700654415653,-0.098345546574,-999,-0.0991197436636
"(1,",9),-0.0710398736641,-0.0684294024326,-0.0684294024326,-0.074262295082
"(2,",9),-0.0682044368926,-0.145081967213,-0.0682044368926,-0.145081967213
"(3,",9),-0.0682044368926,-0.145081967213,-0.145081967213,-0.145081967213
"(4,",9),-0.0334453104004,-0.145081967213,-0.145081967213,-0.0692204391379
"(5,",9),1.82565602403,-0.104827377805,-0.074262295082,-0.067986253098
"(6,",9),1.66081009978,-0.068869619043,-0.0700164494927,-0.0668892501346
"(7,",9),-0.0663893874832,-0.075,-0.0666203237748,-0.0347441311865
"(8,",9),-0.0322580645161,-0.075,-0.0687253447996,0.00502379693284
"(9,",9),0.00645161290323,-0.03,0.00573770491803,0.05
"(10,",9),-0.15,0.005,0.00573770491803,0.05
"(11,",9),-0.15,0.00645161290323,0.005,0.05
"(12,",9),-0.15,0.00573770491803,0.005,0.05
"(13,",9),-0.15,0.00645161290323,0.005,0.05
"(14,",9),-0.15,0.005,0.005,0.01
"(15,",9),0.01,0.01,-0.031,-0.11
"(16,",9),0.1,0.1,-0.071,0.1
"(17,",9),0.1,0.1,0.1,0.1
"(18,",9),0.1,0.1,0.1,0.1
"(19,",9),0.1,0.1,0.1,-999
"(0,",10),-0.0991617682952,-0.098345546574,-999,-0.0995141459545
"(1,",10),-0.0709282220292,-0.0684294024326,-0.100894553973,-0.074262295082
"(2,",10),-0.145081967213,-0.145081967213,-0.0682044368926,-0.145081967213
"(3,",10),-0.145081967213,-0.145081967213,-0.145081967213,-0.145081967213
"(4,",10),-0.145081967213,-0.17613813491,-0.145081967213,-0.123702817715
"(5,",10),1.12226691597,-0.0998277555337,-0.177014607704,-0.104827377805
"(6,",10),1.45472907651,-0.0975676329927,-0.101310939439,-0.144653622422
"(7,",10),-0.0328699856463,-0.147,-0.122340784172,-0.112813326282
"(8,",10),-0.0328699856463,-0.147,-0.03,-0.03
"(9,",10),0.05,-0.03,-0.03,0.05
"(10,",10),0.00714285714286,0.005,-0.03,0.05
"(11,",10),0.00573770491803,0.00645161290323,0.005,0.05
"(12,",10),0.00645161290323,0.00573770491803,0.005,0.05
"(13,",10),0.00573770491803,0.00645161290323,0.005,0.05
"(14,",10),-0.0271428571429,0.005,0.005,0.01
"(15,",10),0.01,0.1,0.005,0.1
"(16,",10),0.1,0.1,0.1,0.1
"(17,",10),0.1,0.1,0.1,0.1
"(18,",10),0.1,0.1,0.1,0.1
"(19,",10),0.1,0.1,0.1,-999
"(0,",11),-0.0991617682952,-0.100894553973,-999,-0.0995141459545
"(1,",11),-0.0967742407645,-0.123589537435,-0.0995141459545,-0.177928454554
"(2,",11),-0.145081967213,-0.127583431538,-0.100408897835,-0.145081967213
"(3,",11),-0.145081967213,-0.127418854363,-0.145081967213,-0.145081967213
"(4,",11),-0.145081967213,-0.100408897835,-0.145081967213,-0.121438900876
"(5,",11),-0.125554383752,-0.100009295871,-0.144653622422,-0.124654877577
"(6,",11),1.26925568331,-0.127733197223,-0.124535024442,-0.174918358298
"(7,",11),-0.147202373083,-0.180763184382,1.10229963725,-0.146820276498
"(8,",11),-0.0735483870968,-0.145081967213,-0.075,-0.074262295082
"(9,",11),-0.03,-0.075,-0.03,0.00573770491803
"(10,",11),0.00714285714286,0.005,-0.03,0.00573770491803
"(11,",11),0.00573770491803,0.00645161290323,0.005,0.00573770491803
"(12,",11),0.00645161290323,0.00573770491803,0.005,0.00573770491803
"(13,",11),0.00573770491803,0.00645161290323,0.005,0.05
"(14,",11),0.00714285714286,0.05,0.005,0.01
"(15,",11),0.1,0.1,0.005,0.1
"(16,",11),0.1,0.1,0.1,0.1
"(17,",11),0.1,0.1,0.1,0.1
"(18,",11),0.1,0.1,0.1,0.1
"(19,",11),0.1,0.1,0.1,-999
"(0,",12),-0.102704612944,-0.0995141459545,-999,-0.0995141459545
"(1,",12),-0.106076614356,-0.0995141459545,-0.126958557196,-0.0995141459545
"(2,",12),-0.175208884188,-0.0995141459545,-0.127251301713,-0.0995141459545
"(3,",12),-0.177928454554,-0.0995141459545,-0.106258305682,-0.123430103297
"(4,",12),-0.177474124958,-0.0995141459545,-0.10606207905,-0.123589537435
"(5,",12),-0.104499409883,-0.120464539543,-0.106076614356,-0.124938920507
"(6,",12),-0.103604218251,-0.123646420773,-0.101407301429,-0.147103938862
"(7,",12),-0.149909438795,-0.102393879127,-0.120295942308,-0.145081967213
"(8,",12),-0.145081967213,-0.0682286113548,-0.147030752102,-0.03
"(9,",12),-0.03,-0.067,-0.03,0.00513392857143
"(10,",12),0.00714285714286,-0.15,-0.075,0.00573770491803
"(11,",12),0.00573770491803,-0.15,0.005,0.00645161290323
"(12,",12),0.00645161290323,-0.15,0.005,0.00573770491803
"(13,",12),0.00573770491803,-0.15,0.005,0.00645161290323
"(14,",12),0.00645161290323,-0.15,0.005,0.01
"(15,",12),0.1,0.1,0.005,0.1
"(16,",12),0.1,0.1,0.1,0.1
"(17,",12),0.1,0.1,0.1,0.1
"(18,",12),0.1,0.1,0.1,0.1
"(19,",12),0.1,0.1,0.1,-999
"(0,",13),-0.101427053248,-0.127251301713,-999,-0.0995141459545
"(1,",13),-0.101427053248,-0.0995141459545,-0.127251301713,-0.0995141459545
"(2,",13),-0.0995141459545,-0.0995141459545,-0.127251301713,-0.0995141459545
"(3,",13),-0.0995141459545,-0.0995141459545,-0.0995141459545,-0.0995141459545
"(4,",13),-0.0995141459545,-0.127236766407,-0.0995141459545,-0.0999352823429
"(5,",13),-0.0995453412426,-0.106258305682,-0.0995141459545,-0.102040076507
"(6,",13),-0.124935642071,-0.0982025832228,-0.126898093776,-0.101752005304
"(7,",13),-0.145081967213,-0.0984502852921,-0.124492909059,-0.101988934235
"(8,",13),-0.114098360656,-0.121522893615,-0.12337704022,-0.102320754435
"(9,",13),-0.111026785714,-0.0985597271416,-0.101039741395,-0.15
"(10,",13),0.05,-0.15,0.005,-0.15
"(11,",13),0.05,-0.15,-0.15,-0.15
"(12,",13),0.05,-0.07,-0.15,-0.15
"(13,",13),0.05,-0.07,-0.15,-0.15
"(14,",13),0.05,0.1,-0.15,0.1
"(15,",13),0.1,0.1,0.1,0.1
"(16,",13),0.1,0.1,0.1,0.1
"(17,",13),0.1,0.1,0.1,0.1
"(18,",13),0.1,0.1,0.1,0.1
"(19,",13),0.1,0.1,0.1,-999
"(0,",14),-0.127251301713,-0.127251301713,-999,-0.127251301713
"(1,",14),-0.127251301713,-0.127251301713,-0.127251301713,-0.0995141459545
"(2,",14),-0.127251301713,-0.0995141459545,-0.127251301713,-0.0995141459545
"(3,",14),-0.0995141459545,-0.0995141459545,-0.127251301713,-0.0995141459545
"(4,",14),-0.126898093776,-0.177928454554,-0.127251301713,-0.0995141459545
"(5,",14),-0.0995141459545,-0.177928454554,-0.106272840988,-0.104435649127
"(6,",14),-0.103608249245,-0.147654376642,-0.0995141459545,-0.0962920813069
"(7,",14),-0.0988689222431,-0.126099144444,-0.10047489037,-0.0985363558836
"(8,",14),-0.0986401897154,-0.101847401665,-0.0989941983771,-0.12701290357
"(9,",14),-0.101742333294,-0.0989552028862,-0.100542562227,-0.15
"(10,",14),-0.15,-0.15,0.005,-0.15
"(11,",14),-0.15,-0.15,-0.15,-0.07
"(12,",14),-0.15,-0.07,-0.15,-0.07
"(13,",14),-0.15,0.1,-0.07,0.1
"(14,",14),0.1,0.1,0.1,0.1
"(15,",14),0.1,0.1,0.1,0.1
"(16,",14),0.1,0.1,0.1,0.1
"(17,",14),0.1,0.1,0.1,0.1
"(18,",14),0.1,0.1,0.1,0.1
"(19,",14),0.1,0.1,0.1,-999
"(0,",15),-0.127251301713,-0.127251301713,-999,-0.127251301713
"(1,",15),-0.127251301713,-0.127251301713,-0.127251301713,-0.127251301713
"(2,",15),-0.127251301713,-0.0995141459545,-0.127251301713,-0.0995141459545
"(3,",15),-0.0995141459545,-0.0995141459545,-0.127251301713,-0.177928454554
"(4,",15),-0.125361639676,-0.145081967213,-0.127583431538,-0.145081967213
"(5,",15),-0.127583431538,-0.145081967213,-0.145081967213,-0.145081967213
"(6,",15),-0.122625571952,-0.145081967213,-0.145081967213,-0.123708563241
"(7,",15),-0.102208095049,-0.12770429537,-0.177474124958,-0.124798938562
"(8,",15),-0.125392925609,-0.125712463712,-0.100443914916,-0.126913967024
"(9,",15),-0.100903601316,-0.125535633472,-0.126220599796,-0.15
"(10,",15),-0.15,-0.15,0.005,-0.15
"(11,",15),-0.15,-0.15,-0.15,-0.07
"(12,",15),-0.07,0.1,-0.15,0.1
"(13,",15),0.1,0.1,0.1,0.1
"(14,",15),0.1,0.1,0.1,0.1
"(15,",15),0.1,0.1,0.1,0.1
"(16,",15),0.1,0.1,0.1,0.1
"(17,",15),0.1,0.1,0.1,0.1
"(18,",15),0.1,0.1,0.1,0.1
"(19,",15),0.1,0.1,0.1,-999
"(0,",16),-0.127251301713,-0.127251301713,-999,-0.127251301713
"(1,",16),-0.127251301713,-0.0995141459545,-0.127251301713,-0.0995141459545
"(2,",16),-0.0995141459545,-0.0995141459545,-0.0995141459545,-0.0995141459545
"(3,",16),-0.106258305682,-0.0995141459545,-0.0995141459545,-0.177928454554
"(4,",16),-0.145081967213,-0.145081967213,-0.127418854363,-0.145081967213
"(5,",16),-0.145081967213,-0.145081967213,-0.145081967213,-0.145081967213
"(6,",16),-0.145081967213,-0.178902288397,-0.145081967213,-0.122976627723
"(7,",16),-0.105865972275,-0.099580923062,-0.177928454554,-0.127581791209
"(8,",16),-0.126841716188,-0.102670427031,-0.100415636905,-0.102779539655
"(9,",16),-0.100038663285,-0.125257305093,-0.100058084987,-0.15
"(10,",16),-0.15,-0.15,0.005,-0.15
"(11,",16),-0.15,0.1,-0.15,0.1
"(12,",16),0.1,0.1,0.1,0.1
"(13,",16),0.1,0.1,0.1,0.1
"(14,",16),0.1,0.1,0.1,0.1
"(15,",16),0.1,0.1,0.1,0.1
"(16,",16),0.1,0.1,0.1,0.1
"(17,",16),0.1,0.1,0.1,0.1
"(18,",16),0.1,0.1,0.1,0.1
"(19,",16),0.1,0.1,0.1,-999
"(0,",17),-0.127251301713,-0.0995141459545,-999,-0.0995141459545
"(1,",17),-0.0995141459545,-0.0995141459545,-0.0995141459545,-0.0995141459545
"(2,",17),-0.0995141459545,-0.0995141459545,-0.0995141459545,-0.0995141459545
"(3,",17),-0.10606207905,-0.0995141459545,-0.0995141459545,-0.177928454554
"(4,",17),-0.145081967213,-0.127583431538,-0.105489159175,-0.145081967213
"(5,",17),-0.145081967213,-0.127418854363,-0.145081967213,-0.145081967213
"(6,",17),-0.145081967213,-0.124308560775,-0.145081967213,-0.0682044368926
"(7,",17),-0.103581866309,-0.123752329583,-0.074262295082,-0.125431006814
"(8,",17),-0.124889272258,-0.126783465741,-0.103565413787,-0.125410382191
"(9,",17),-0.100038663285,-0.126402838918,-0.101346649147,-0.15
"(10,",17),-0.15,0.1,0.005,0.1
"(11,",17),0.1,0.1,0.1,0.1
"(12,",17),0.1,0.1,0.1,0.1
"(13,",17),0.1,0.1,0.1,0.1
"(14,",17),0.1,0.1,0.1,0.1
"(15,",17),0.1,0.1,0.1,0.1
"(16,",17),0.1,0.1,0.1,0.1
"(17,",17),0.1,0.1,0.1,0.1
"(18,",17),0.1,0.1,0.1,0.1
"(19,",17),0.1,0.1,0.1,-999
"(0,",18),-0.0995141459545,-0.0995141459545,-999,-0.0995141459545
"(1,",18),-0.0995141459545,-0.0995141459545,-0.0995141459545,-0.0995141459545
"(2,",18),-0.0995141459545,-0.0995141459545,-0.0995141459545,-0.0995141459545
"(3,",18),-0.124778846154,-0.0995141459545,-0.0995141459545,-0.0995141459545
"(4,",18),-0.175208884188,-0.0995141459545,-0.125132054091,-0.0995141459545
"(5,",18),-0.177928454554,-0.0995141459545,-0.106258305682,-0.0995141459545
"(6,",18),-0.144653622422,-0.0995141459545,-0.10606207905,-0.0986709939132
"(7,",18),-0.103066646802,-0.102656132721,-0.124764310848,-0.0999467871965
"(8,",18),-0.126923644425,-0.125827165134,-0.123430103297,-0.12399893
"(9,",18),-0.102492891066,-0.1021187747,-0.126780685379,-0.15
"(10,",18),0.1,0.1,0.005,0.1
"(11,",18),0.1,0.1,0.1,0.1
"(12,",18),0.1,0.1,0.1,0.1
"(13,",18),0.1,0.1,0.1,0.1
"(14,",18),0.1,0.1,0.1,0.1
"(15,",18),0.1,0.1,0.1,0.1
"(16,",18),0.1,0.1,0.1,0.1
"(17,",18),0.1,0.1,0.1,0.1
"(18,",18),0.1,0.1,0.1,0.1
"(19,",18),0.1,0.1,0.1,-999
"(0,",19),-0.0995141459545,-999,-999,-0.0995141459545
"(1,",19),-0.0995141459545,-999,-0.0995141459545,-0.0995141459545
"(2,",19),-0.0995141459545,-999,-0.0995141459545,-0.0995141459545
"(3,",19),-0.0995141459545,-999,-0.0995141459545,-0.0995141459545
"(4,",19),-0.0995141459545,-999,-0.0995141459545,-0.0995141459545
"(5,",19),-0.0995141459545,-999,-0.0995141459545,-0.0995141459545
"(6,",19),-0.104435649127,-999,-0.0995141459545,-0.0995141459545
"(7,",19),-0.126116988031,-999,-0.0995141459545,-0.0996138915662
"(8,",19),-0.100476842237,-999,-0.126356794114,-0.125293386182
"(9,",19),-0.0996561228972,-999,-0.127544161843,-0.15
"(10,",19),0.1,-999,0.005,0.1
"(11,",19),0.1,-999,0.1,0.1
"(12,",19),0.1,-999,0.1,0.1
"(13,",19),0.1,-999,0.1,0.1
"(14,",19),0.1,-999,0.1,0.1
"(15,",19),0.1,-999,0.1,0.1
"(16,",19),0.1,-999,0.1,0.1
"(17,",19),0.1,-999,0.1,0.1
"(18,",19),0.1,-999,0.1,0.1
"(19,",19),0.1,-999,0.1,-999
